,url
3741,https://english.kyodonews.net/news/2021/10/06b84b74c276-profile-diplomatic-career-highlights-of-new-pm-kishida.html
3742,https://english.kyodonews.net/news/2021/10/98246b38f441-honda-becomes-1st-japan-automaker-to-sell-cars-online-domestically.html
3743,https://english.kyodonews.net/news/2021/10/39c86d4c8658-kin-of-n-korea-abductees-urge-new-pm-kishida-to-take-swift-action.html
3744,https://english.kyodonews.net/news/2021/10/95002832211a-update2-chinas-xi-congratulates-kishida-on-being-elected-japans-new-pm.html
3745,https://english.kyodonews.net/news/2021/10/026940735c4c-japan-opposition-bloc-determined-to-scrutinize-new-kishida-govt.html
3746,https://english.kyodonews.net/news/2021/10/f4aaa3e05c44-focus-new-pm-kishida-sets-middle-class-income-boost-as-key-economic-policy.html
3747,https://english.kyodonews.net/news/2021/10/fcc132e62ff1-kyodo-news-digest-oct-4-2021--1-.html
3748,https://english.kyodonews.net/news/2021/10/6aa11058dc21-japans-new-pm-wife-maintain-closeness-despite-long-distance.html
3749,https://english.kyodonews.net/news/2021/10/25402dbc2513-breaking-news-tokyos-daily-coronavirus-cases-below-100-for-1st-time-since-nov.html
3750,https://english.kyodonews.net/news/2021/10/3a545884c10a-trading-in-china-evergrande-shares-halted-in-hong-kong-media.html
3751,https://english.kyodonews.net/news/2021/10/b97829e02486-tennis-osaka-out-of-wta-top-10-for-1st-time-in-3-yrs.html
3752,https://english.kyodonews.net/news/2021/10/732c465e9506-60000-homes-in-west-japan-city-face-water-outage-after-pipe-collapse.html
3753,https://english.kyodonews.net/news/2021/10/100499787c70-farmer-referred-to-prosecutors-for-killing-protected-crane.html
3754,https://english.kyodonews.net/news/2021/10/677abc2dd843-transgender-man-in-japan-wants-switch-recognized-without-surgery.html
3755,https://english.kyodonews.net/news/2021/10/5793639c0d6d-japan-in-talks-to-procure-oral-covid-19-drug-for-mild-symptoms.html
3756,https://english.kyodonews.net/news/2021/10/c65d855dca57-baseball-ohtani-hits-homer-no-46-in-angels-season-finale.html
3757,https://english.kyodonews.net/news/2021/10/83b734bcc16e-1000-japan-firms-people-named-in-pandora-papers-on-tax-havens.html
3758,https://english.kyodonews.net/news/2021/10/2519ad1c2338-hk-union-votes-to-disband-pro-democracy-forces-almost-annihilated.html
3759,https://english.kyodonews.net/news/2021/10/772f908d8d7d-coronavirus-pandemic-latest-oct-3-2021.html
3760,https://english.kyodonews.net/news/2021/10/d23a08e23b43-kyodo-news-digest-oct-3-2021--1-.html
3761,https://english.kyodonews.net/news/2021/10/4ce421b7f51d-taiwan-says-china-military-plane-incursions-hit-record-39-on-sat.html
3762,https://english.kyodonews.net/news/2021/10/a9e7303e4a8c-focus-sumo-fights-hard-to-muzzle-era-defining-former-yokozuna-hakuho.html
3763,https://english.kyodonews.net/news/2021/10/4c1d02df2418-soccer-mitoma-sets-up-goal-in-away-win-for-saint-gilloise.html
3764,https://english.kyodonews.net/news/2021/10/68e4ef2123db-baseball-darvish-laments-up-and-down-1st-season-with-padres.html
3765,https://english.kyodonews.net/news/2021/10/54c39181a372-japan-hk-academics-say-virtual-learning-no-match-for-real-thing.html
3766,https://english.kyodonews.net/news/2021/10/6f255c9a1238-in-photos-japan-open-2021-figure-skating.html
3767,https://english.kyodonews.net/news/2021/10/cdf05f9ab761-breaking-news-kishida-to-create-new-ministerial-post-for-economic-security.html
3768,https://english.kyodonews.net/news/2021/10/db31bc1c2c6c-coronavirus-pandemic-latest-oct-2-2021.html
3769,https://english.kyodonews.net/news/2021/10/76ff65994aef-taiwan-says-nearly-60-china-warplanes-enter-defense-zone-over-2-days.html
3770,https://english.kyodonews.net/news/2021/10/4e7eaeea790b-kyodo-news-digest-oct-2-2021--1-.html
3771,https://english.kyodonews.net/news/2021/10/ed1f531044ae-breaking-news-philippine-president-says-he-is-quitting-politics-at-end-of-term.html
3772,https://english.kyodonews.net/news/2021/10/9197e18054dd-athletics-japan-bidding-to-host-2025-world-championships.html
3773,https://english.kyodonews.net/news/2021/10/b02beeea11f9-basketball-raptors-watanabe-aiming-to-make-bigger-impact.html
3774,https://english.kyodonews.net/news/2021/10/c984a8255138-us-seeks-to-work-with-next-japan-pm-on-quad-pentagon-official.html
3775,https://english.kyodonews.net/news/2021/10/f86ed2a702d3-japan-governors-demand-securing-medical-system-amid-easing-covid-curbs.html
3776,https://english.kyodonews.net/news/2021/10/60209a289a5c-japan-eateries-to-begin-experimenting-with-using-proof-of-vaccination.html
3777,https://english.kyodonews.net/news/2021/10/dac894932f42-update2-30-more-afghan-evacuees-expected-to-arrive-in-japan-on-fri.html
3778,https://english.kyodonews.net/news/2021/10/5effef5a62dd-urgent-next-japan-pm-kishida-to-name-shunichi-suzuki-as-finance-minister.html
3779,https://english.kyodonews.net/news/2021/10/542699bb7a63-breaking-news-next-japan-pm-kishida-likely-to-dissolve-lower-house-oct-14.html
3780,https://english.kyodonews.net/news/2021/10/87b0b4838f5b-japans-covid-19-state-of-emergency-lifted-as-infections-decline.html
3781,https://english.kyodonews.net/news/2021/10/f19b460f2abd-coronavirus-pandemic-latest-oct-1-2021.html
3782,https://english.kyodonews.net/news/2021/10/0fc83ad85e90-congratulations-concerns-abound-over-princess-makos-marriage.html
3783,https://english.kyodonews.net/news/2021/10/883ec9832a64-typhoon-mindulle-brings-gusts-heavy-rain-to-japans-pacific-coast.html
3784,https://english.kyodonews.net/news/2021/10/a45d280632d0-princess-makos-marriage-arrangements-to-be-announced-this-afternoon.html
3785,https://english.kyodonews.net/news/2021/10/2008c5eaf3d6-kyodo-news-digest-oct-1-2021--1-.html
3786,https://english.kyodonews.net/news/2021/10/00a28048043d-record-setting-yokozuna-hakuho-expresses-relief-at-ending-sumo-career.html
3787,https://english.kyodonews.net/news/2021/10/caf48dc6a4bd-south-korea-attempts-cross-border-call-with-north-gets-no-response.html
3788,https://english.kyodonews.net/news/2021/10/64efc5ae9d80-soccer-ikeda-named-new-manager-of-nadeshiko-japan.html
3789,https://english.kyodonews.net/news/2021/10/075b82249511-japan-and-beyond-week-in-photos---sept-25oct-1.html
3790,https://english.kyodonews.net/news/2021/10/add014ae2abd-baseball-handkerchief-prince-saito-to-retire-after-11-yrs-in-npb.html
3791,https://english.kyodonews.net/news/2021/10/9f03cc155ca7-n-korea-says-it-test-fired-anti-aircraft-missile-on-thursday.html
3792,https://english.kyodonews.net/news/2021/10/2531a20303dc-focus-covid-19-state-of-emergency-lifted-but-challenges-abound.html
3793,https://english.kyodonews.net/news/2021/10/ec131913fab6-major-japanese-firms-welcome-prospective-new-recruits-online.html
3794,https://english.kyodonews.net/news/2021/10/1c0f2ebe6363-baseball-ohtani-hits-triple-double-no-homer-in-8-games.html
3795,https://english.kyodonews.net/news/2021/10/72535beb1484-update1-big-manufacturer-sentiment-improves-for-5th-straight-qtr-in-sept-boj.html
3796,https://english.kyodonews.net/news/2021/10/36e67db7537a-blinken-calls-for-n-korea-missile-launches-to-be-taken-seriously.html
3797,https://english.kyodonews.net/news/2021/10/0df485b44ad2-chinas-major-holiday-begins-amid-serious-electricity-shortfall.html
3798,https://english.kyodonews.net/news/2021/10/3b21c27bd91a-taiwan-to-take-china-to-wto-over-fruit-import-bans.html
3799,https://english.kyodonews.net/news/2021/09/ee265ce54978-coronavirus-pandemic-latest-sept-30-2021.html
3800,https://english.kyodonews.net/news/2021/09/03ed30afb7d4-mizuho-hit-by-8th-system-glitch-this-year-money-transfers-delayed.html
3801,https://english.kyodonews.net/news/2021/09/a3896fa3b57f-new-ldp-chief-kishida-eyes-naming-key-faction-members-to-exec-posts.html
3802,https://english.kyodonews.net/news/2021/09/e7c96b62c70e-honda-aims-to-launch-rocket-carrying-satellite-for-connected-cars.html
3803,https://english.kyodonews.net/news/2021/09/ca15219badb2-kyodo-news-digest-sept-30-2021--1-.html
3804,https://english.kyodonews.net/news/2021/09/472bbad81feb-breaking-news-sumo-wrestlings-record-setting-yokozuna-hakuho-retires.html
3805,https://english.kyodonews.net/news/2021/09/d0194b68705c-japans-largest-pumpkin-for-the-year-weighs-394-kg.html
3806,https://english.kyodonews.net/news/2021/09/8838ef7f5998-china-seeks-support-of-japan-to-run-beijing-olympics-amid-pandemic.html
3807,https://english.kyodonews.net/news/2021/09/e32e8dd94be6-japan-firm-releases-functional-protective-wear-for-robotic-arms.html
3808,https://english.kyodonews.net/news/2021/09/3b8a187bcf82-japan-condemns-n-korean-missile-launch-as-violating-un-resolutions.html
3809,https://english.kyodonews.net/news/2021/09/96947662e822-tokyo-disney-parks-usj-to-accept-more-people-as-covid-emergency-ends.html
3810,https://english.kyodonews.net/news/2021/09/c4b66c2c87d3-japan-to-see-price-hikes-in-food-tobacco-products-from-oct.html
3811,https://english.kyodonews.net/news/2021/09/1f8ceff2a658-rare-slender-shrews-born-in-hokkaido.html
3812,https://english.kyodonews.net/news/2021/09/72a299eb4d66-super-mario-animated-film-to-be-released-in-north-america-next-year.html
3813,https://english.kyodonews.net/news/2021/09/ff4f050c468d-osaka-pavilion-at-2025-world-expo-to-focus-on-futuristic-urban-life.html
3814,https://english.kyodonews.net/news/2021/09/981bbbf25cee-urgent-n-koreas-leader-vows-to-restore-hotlines-with-south-in-oct.html
3815,https://english.kyodonews.net/news/2021/09/dc9aeccf0256-tokio-marine-1st-japan-insurer-to-divest-from-coal-mine-development.html
3816,https://english.kyodonews.net/news/2021/09/e8861db6d247-baseball-angels-ohtani-will-not-pitch-again-in-2021-season.html
3817,https://english.kyodonews.net/news/2021/09/dda244a60582-tokyo-game-show-kicks-off-with-virtual-experience-for-gamers-of-world.html
3818,https://english.kyodonews.net/news/2021/09/4a3f355f7371-urgent-biden-eager-to-work-with-new-japan-pm-to-strengthen-bilateral-ties.html
3819,https://english.kyodonews.net/news/2021/09/95e176894b3e-focus-hopes-grow-japans-new-pm-may-pave-way-for-talks-with-n-korea.html
3820,https://english.kyodonews.net/news/2021/09/fb135b312779-urgent-all-spectators-but-china-residents-to-be-banned-from-beijing-games.html
3821,https://english.kyodonews.net/news/2021/09/0bf8b17166ce-japans-ruling-party-to-pick-next-pm-likely-through-runoff-vote.html
3822,https://english.kyodonews.net/news/2021/09/5763e5bd7692-japans-next-pm-kishida-aims-to-narrow-income-gap-through-pay-hikes.html
3823,https://english.kyodonews.net/news/2021/09/97c810a161c3-s-korea-seeks-future-oriented-ties-with-japan-after-kishidas-win.html
3824,https://english.kyodonews.net/news/2021/09/e81056f559df-golgo-13-japanese-manga-artist-saito-dies-at-84.html
3825,https://english.kyodonews.net/news/2021/09/662638b42893-focus-kishidas-longevity-as-pm-hinges-on-nov-general-election.html
3826,https://english.kyodonews.net/news/2021/09/86b8e35246a9-us-to-seek-close-ties-with-next-japanese-pm-amid-china-rivalry.html
3827,https://english.kyodonews.net/news/2021/09/d560cc726d50-coronavirus-pandemic-latest-sept-29-2021.html
3828,https://english.kyodonews.net/news/2021/09/23d595b1c05c-details-of-princess-makos-marriage-to-be-formally-announced-fri.html
3829,https://english.kyodonews.net/news/2021/09/328adcf80a77-japan-businesses-hope-for-revival-of-covid-hit-economy-under-new-pm.html
3830,https://english.kyodonews.net/news/2021/09/3d1b1f27176a-japanese-abductees-kin-urge-kishida-to-resolve-issue-as-new-pm.html
3831,https://english.kyodonews.net/news/2021/09/0c14750e46fc-china-to-watch-diplomatic-policy-of-kishida-japans-next-pm.html
3832,https://english.kyodonews.net/news/2021/09/685cd0f4818a-japanese-hope-next-pm-better-leads-japan-through-pandemic.html
3833,https://english.kyodonews.net/news/2021/09/a3120aee3f88-philippine-boxing-great-pacquiao-retires-to-focus-on-presidential-bid.html
3834,https://english.kyodonews.net/news/2021/09/31ef1ccb5a44-kyodo-news-digest-sept-29-2021--1-.html
3835,https://english.kyodonews.net/news/2021/09/9446c1a74c8e-breaking-news-china-evergrande-to-sell-175-billion-shares-in-shengjing-bank.html
3836,https://english.kyodonews.net/news/2021/09/67fa71163429-2-yr-jail-term-sought-for-ex-ghosn-aide-over-financial-misconduct.html
3837,https://english.kyodonews.net/news/2021/09/417e30ad579c-sumo-mongolian-born-komusubi-ichinojo-takes-japanese-citizenship.html
3838,https://english.kyodonews.net/news/2021/09/6b6b8ece8932-focus-tokyo-stock-market-to-remain-firm-under-new-ldp-leader-kishida.html
3839,https://english.kyodonews.net/news/2021/09/4aa8f75875d7-profile-kishida-moderate-faction-chief-long-seen-as-potential-japan-leader.html
3840,https://english.kyodonews.net/news/2021/09/5b3b30f73b3d-urgent-n-korea-says-it-test-fired-hypersonic-missile-on-tuesday.html
3841,https://english.kyodonews.net/news/2021/09/74bcc0eff459-tennis-nishikori-withdraws-from-san-diego-open-with-back-injury.html
3842,https://english.kyodonews.net/news/2021/09/2061b01c1b98-hokusai-exhibit-featuring-publicly-unseen-sketches-to-open-in-london.html
3843,https://english.kyodonews.net/news/2021/09/51fb81d5c9ec-kuroda-becomes-longest-serving-boj-chief-as-japan-awaits-new-leader.html
3844,https://english.kyodonews.net/news/2021/09/cbc5ab620b29-japan-telecom-ntt-eyes-remote-work-as-norm-for-all-320000-employees.html
3845,https://english.kyodonews.net/news/2021/09/4c094951bba3-suga-touts-achievements-rues-short-tenure-in-final-press-conference.html
3846,https://english.kyodonews.net/news/2021/09/41daec9f5781-japans-largest-labor-body-may-have-1st-ever-female-president.html
3847,https://english.kyodonews.net/news/2021/09/3a0f4a32989a-japan-govt-to-decide-on-end-of-covid-19-state-of-emergency.html
3848,https://english.kyodonews.net/news/2021/09/8a42c9da8d0d-osaka-to-team-up-with-mgm-resorts-led-group-to-bid-for-casino-resort.html
3849,https://english.kyodonews.net/news/2021/09/6d65eabaaa5c-coronavirus-pandemic-latest-sept-28-2021.html
3850,https://english.kyodonews.net/news/2021/09/0e2cccbb5859-kyodo-news-digest-sept-28-2021--1-.html
3851,https://english.kyodonews.net/news/2021/09/1150d0b6a53b-judo-suzuki-replaces-inoue-as-new-mens-national-team-head-coach.html
3852,https://english.kyodonews.net/news/2021/09/eaad0f1d66fb-japanese-pop-group-arashi-members-sakurai-aiba-marry-their-partners.html
3853,https://english.kyodonews.net/news/2021/09/bcb8cdc1e281-tpp-members-start-full-fledged-talks-on-uks-accession.html
3854,https://english.kyodonews.net/news/2021/09/7c5e34a70026-japan-britain-to-start-talks-on-access-agreement-for-joint-exercises.html
3855,https://english.kyodonews.net/news/2021/09/bc54f1f56859-urgent-n-korea-fires-what-appears-to-be-ballistic-missile-japan.html
3856,https://english.kyodonews.net/news/2021/09/a091c5f90791-breaking-news-japan-protests-s-korean-court-order-to-sell-mbishi-heavy-assets.html
3857,https://english.kyodonews.net/news/2021/09/2eed5cd9a4fb-japan-pm-hopefuls-make-last-ditch-appeal-ahead-of-party-election.html
3858,https://english.kyodonews.net/news/2021/09/5e234a9d9f9c-survivors-sue-landowners-over-deadly-july-mudslide-in-central-japan.html
3859,https://english.kyodonews.net/news/2021/09/11d1e340c2ff-basketball-raptors-watanabe-still-fighting-for-nba-survival.html
3860,https://english.kyodonews.net/news/2021/09/9b78725e8c3d-japan-to-shorten-quarantine-period-for-vaccinated-travelers.html
3861,https://english.kyodonews.net/news/2021/09/9c51ec51682d-biden-gets-covid-19-booster-shot-after-authorization-for-elderly.html
3862,https://english.kyodonews.net/news/2021/09/7e7a134a528f-s-korea-court-orders-mitsubishi-asset-sale-in-wartime-labor-case.html
3863,https://english.kyodonews.net/news/2021/09/1e595beae4f6-china-vows-to-protect-real-estate-market-amid-evergrande-woes.html
3864,https://english.kyodonews.net/news/2021/09/76c236f076e6-japan-pm-likely-to-be-decided-in-runoff-vote-between-kono-kishida.html
3865,https://english.kyodonews.net/news/2021/09/224061c0693b-breaking-news-japan-to-decide-tues-on-lifting-covid-19-emergency-suga.html
3866,https://english.kyodonews.net/news/2021/09/3579db3c5d42-focus-huawei-cfos-release-may-herald-thaw-in-china-us-ties-affect-japan.html
3867,https://english.kyodonews.net/news/2021/09/389a664da12f-coronavirus-pandemic-latest-sept-27-2021.html
3868,https://english.kyodonews.net/news/2021/09/90e5ed925390-german-social-democrats-narrowly-lead-cdu-in-race-to-succeed-merkel.html
3869,https://english.kyodonews.net/news/2021/09/852ecb1cf270-japanese-superhero-ultraman-temporarily-unavailable-online-in-china.html
3870,https://english.kyodonews.net/news/2021/09/e1bffcc07f28-breaking-news-record-holding-sumo-grand-champion-hakuho-to-retire-source.html
3871,https://english.kyodonews.net/news/2021/09/1a0d04966746-princess-makos-boyfriend-set-to-arrive-in-japan-from-us-for-marriage.html
3872,https://english.kyodonews.net/news/2021/09/3c3ae33e8eaa-thailand-to-reopen-more-tourist-spots-to-vaccinated-visitors-in-nov.html
3873,https://english.kyodonews.net/news/2021/09/6fc7fbb88ecb-kyodo-news-digest-sept-27-2021--1-.html
3874,https://english.kyodonews.net/news/2021/09/038796bda652-focus-japan-npo-on-nuke-power-issues-struggling-to-retain-english-newsletter.html
3875,https://english.kyodonews.net/news/2021/09/2b4cab591842-breaking-news-beijing-raps-quad-leaders-for-exaggerating-supposed-china-threat.html
3876,https://english.kyodonews.net/news/2021/09/46729f6efaaf-baseball-ohtani-misses-out-on-10th-win-in-angels-final-home-game.html
3877,https://english.kyodonews.net/news/2021/09/d38411bdb18a-japan-to-experiment-with-proof-of-vaccination-at-big-sporting-events.html
3878,https://english.kyodonews.net/news/2021/09/572726edb2d2-japans-digital-minister-treated-to-expensive-meals-by-ntt.html
3879,https://english.kyodonews.net/news/2021/09/599460fce797-2-men-arrested-over-unauthorized-copying-of-japanese-style-artwork.html
3880,https://english.kyodonews.net/news/2021/09/b71d7ef3f05c-golf-hataoka-wins-5th-lpga-title-at-nw-arkansas-championship.html
3881,https://english.kyodonews.net/news/2021/09/e9f0764fe107-sumo-terunofuji-relieved-he-lived-up-to-billing-at-autumn-basho.html
3882,https://english.kyodonews.net/news/2021/09/87224f787938-jica-issues-japans-1st-gender-bonds-for-female-empowerment.html
3883,https://english.kyodonews.net/news/2021/09/24ce55dd144e-japan-names-china-russia-n-korea-as-threats-in-cyberspace.html
3884,https://english.kyodonews.net/news/2021/09/54203fe5115c-coronavirus-pandemic-latest-sept-26-2021.html
3885,https://english.kyodonews.net/news/2021/09/9cbddb702496-kono-still-ahead-as-ldp-choice-to-be-next-japan-prime-minister-poll.html
3886,https://english.kyodonews.net/news/2021/09/94a4305b6fb2-chinas-xi-congratulates-taiwan-oppositions-newly-elected-leader.html
3887,https://english.kyodonews.net/news/2021/09/493e8b23faaa-sumo-terunofuji-crowns-yokozuna-debut-with-5th-career-championship.html
3888,https://english.kyodonews.net/news/2021/09/82dea4c53966-kyodo-news-digest-sept-26-2021--1-.html
3889,https://english.kyodonews.net/news/2021/09/014920353976-3-japan-pm-hopefuls-call-for-maintaining-nuke-fuel-recycle-program.html
3890,https://english.kyodonews.net/news/2021/09/e32a8d8d9b34-suga-suggests-optimism-for-lifting-covid-19-state-of-emergency.html
3891,https://english.kyodonews.net/news/2021/09/b5f47c7e59cf-pakistan-oks-visas-for-japan-bound-afghan-evacuees-without-passports.html
3892,https://english.kyodonews.net/news/2021/09/4c0850f7d37f-baseball-ohtani-triples-twice-as-angels-capsize-mariners.html
3893,https://english.kyodonews.net/news/2021/09/b47f48b49d36-basketball-hachimura-to-miss-start-of-camp-for-personal-reasons.html
3894,https://english.kyodonews.net/news/2021/09/3b0214812379-soccer-japan-playmaker-kubo-to-miss-upcoming-world-cup-qualifiers.html
3895,https://english.kyodonews.net/news/2021/09/320c6d5aed7e-mitsubishi-invests-in-laos-wind-farm-project-biggest-in-se-asia.html
3896,https://english.kyodonews.net/news/2021/09/9d37dd939d9d-focus-bidens-indo-pacific-shift-under-scrutiny-as-aukus-alliance-is-formed.html
3897,https://english.kyodonews.net/news/2021/09/e2ee8d1e3468-taiwan-opposition-nationalists-elect-ex-new-taipei-mayor-as-leader.html
3898,https://english.kyodonews.net/news/2021/09/e27d4f9f4cc6-coronavirus-pandemic-latest-sept-25-2021.html
3899,https://english.kyodonews.net/news/2021/09/2e7fa3fc1e4f-pm-hopefuls-rally-local-support-with-focus-on-tourism-agriculture.html
3900,https://english.kyodonews.net/news/2021/09/9195d6e356aa-group-behind-hong-kongs-tiananmen-crackdown-vigil-votes-to-disband.html
3901,https://english.kyodonews.net/news/2021/09/89cd30a59f45-kyodo-news-digest-sept-25-2021--1-.html
3902,https://english.kyodonews.net/news/2021/09/3e3930cb1639-japan-reviews-medical-system-ahead-of-possible-6th-covid-wave.html
3903,https://english.kyodonews.net/news/2021/09/f05ab9d063d5-sumo-terunofuji-retains-lead-myogiryu-1-win-back-ahead-of-final-day.html
3904,https://english.kyodonews.net/news/2021/09/d82e79870604-refiling-update1-huawei-executive-arrested-by-canada-set-to-return-to-china.html
3905,https://english.kyodonews.net/news/2021/09/3ed80f07bf6c-2-canadians-detained-in-china-released-as-huawei-executive-goes-free.html
3906,https://english.kyodonews.net/news/2021/09/62ff916d696e-baseball-ohtani-equals-mlb-walk-record-with-11-over-3-games.html
3907,https://english.kyodonews.net/news/2021/09/a05c6440575d-breaking-news-quad-leaders-agree-to-hold-summit-annually-japan-pm-suga.html
3908,https://english.kyodonews.net/news/2021/09/cfdc3d87f64e-golf-ace-puts-hataoka-into-5th-after-1st-round-of-nw-arkansas-cship.html
3909,https://english.kyodonews.net/news/2021/09/1e23f8c82a8a-gist-of-agreements-reached-during-quad-leaders-meeting.html
3910,https://english.kyodonews.net/news/2021/09/23c49ea4ce0f-govt-to-accept-princess-makos-decision-to-decline-marriage-money.html
3911,https://english.kyodonews.net/news/2021/09/8faeac600769-murakami-to-leave-legacy-with-library-at-alma-mater-waseda-univ.html
3912,https://english.kyodonews.net/news/2021/09/e0fe1caebe4e-japan-us-leaders-affirm-efforts-for-free-open-indo-pacific.html
3913,https://english.kyodonews.net/news/2021/09/18dcba3a7785-dead-sri-lankans-kin-urge-japan-immigration-to-accept-responsibility.html
3914,https://english.kyodonews.net/news/2021/09/c62130081072-quad-leaders-eye-safe-chip-supply-chain-update-on-vaccine-efforts.html
3915,https://english.kyodonews.net/news/2021/09/afb204ccc7f7-suga-touts-tokyo-olympics-success-amid-divided-public-in-un-speech.html
3916,https://english.kyodonews.net/news/2021/09/06fbb091d637-breaking-news-n-korean-leader-kims-sister-eager-to-improve-inter-korean-ties.html
3917,https://english.kyodonews.net/news/2021/09/a551ef62d4f3-breaking-news-all-4-japan-pm-hopefuls-welcome-taiwans-bid-to-join-tpp.html
3918,https://english.kyodonews.net/news/2021/09/eadd11b8c67d-update1-china-bans-all-cryptocurrency-transactions-to-curb-financial-risks.html
3919,https://english.kyodonews.net/news/2021/09/2c98ed7c9abb-coronavirus-pandemic-latest-sept-24-2021.html
3920,https://english.kyodonews.net/news/2021/09/d99dc3b56bde-japan-to-lower-minimum-age-to-16-at-state-run-vaccination-sites.html
3921,https://english.kyodonews.net/news/2021/09/06457bf82a52-soccer-muto-scores-1st-goal-for-vissel-in-2-0-win-at-s-pulse.html
3922,https://english.kyodonews.net/news/2021/09/9dc933f7ffa6-singapore-restricts-social-gatherings-as-covid-19-spike-worsens.html
3923,https://english.kyodonews.net/news/2021/09/6d541eca5dac-digital-agency-exec-punished-minister-returns-salary-over-dining.html
3924,https://english.kyodonews.net/news/2021/09/00f1ac5bd254-kyodo-news-digest-sept-24-2021--1-.html
3925,https://english.kyodonews.net/news/2021/09/d46966417602-woman-gets-5-yrs-in-prison-for-killing-newborn-in-tokyo-airport-toilet.html
3926,https://english.kyodonews.net/news/2021/09/0b2f22cf36e4-sumo-yokozuna-terunofuji-rebounds-with-win-remains-in-sole-lead.html
3927,https://english.kyodonews.net/news/2021/09/da0d209325f6-man-ordered-to-pay-70-mil-yen-over-2017-murder-of-vietnamese-girl.html
3928,https://english.kyodonews.net/news/2021/09/f8a646bf79ce-n-korea-will-reject-proposal-from-south-to-declare-korean-war-over.html
3929,https://english.kyodonews.net/news/2021/09/07825a3e6a4a-japan-and-beyond-week-in-photos---september-1824.html
3930,https://english.kyodonews.net/news/2021/09/91fb2afa807d-sbi-flags-extension-of-tender-offer-if-shinsei-bank-meets-demands.html
3931,https://english.kyodonews.net/news/2021/09/b8ba2afd552a-baseball-darvish-gets-no-decision-padres-end-5-game-losing-skid.html
3932,https://english.kyodonews.net/news/2021/09/3d98a675013f-feature-japan-seeks-to-remember-its-war-dead-as-individuals-in-new-memorials.html
3933,https://english.kyodonews.net/news/2021/09/f2422b5dab0f-japan-sees-no-technical-problem-with-taiwan-joining-tpp.html
3934,https://english.kyodonews.net/news/2021/09/9fb218d6a1bf-breaking-news-japan-india-oppose-attempts-to-alter-status-quo-in-e-china-sea.html
3935,https://english.kyodonews.net/news/2021/09/023a70c43ebd-japan-needs-resilient-economy-to-overcome-new-challenges-white-paper.html
3936,https://english.kyodonews.net/news/2021/09/780a3bcdeba1-soccer-mallorcas-kubo-reveals-injury-on-instagram-will-miss-time.html
3937,https://english.kyodonews.net/news/2021/09/1f8a1c62863f-japans-universities-tightening-background-checks-on-foreign-students.html
3938,https://english.kyodonews.net/news/2021/09/d08860ac0c89-japan-s-korea-foreign-ministers-meet-to-discuss-wartime-issues.html
3939,https://english.kyodonews.net/news/2021/09/e014a1b60cfb-japan-russia-foreign-ministers-meet-to-discuss-territorial-row.html
3940,https://english.kyodonews.net/news/2021/09/76540e1a02e4-suga-leaves-for-quad-summit-in-washington-final-trip-abroad-as-pm.html
3941,https://english.kyodonews.net/news/2021/09/c638be908e18-3-japan-pm-hopefuls-urge-elderly-to-stay-on-job-for-pension-system.html
3942,https://english.kyodonews.net/news/2021/09/43892c47c8a1-coronavirus-pandemic-latest-sept-23-2021.html
3943,https://english.kyodonews.net/news/2021/09/1a2d3c9b296b-boeing-to-produce-military-drones-in-australia.html
3944,https://english.kyodonews.net/news/2021/09/ef4fc7844b94-kyodo-news-digest-sept-23-2021--1-.html
3945,https://english.kyodonews.net/news/2021/09/bfa25b717c14-sumo-meisei-stuns-terunofuji-as-yokozuna-suffers-2nd-loss.html
3946,https://english.kyodonews.net/news/2021/09/469d27d6c49e-urgent-china-voices-strong-opposition-to-taiwans-bid-to-join-tpp.html
3947,https://english.kyodonews.net/news/2021/09/0a549caf346f-taiwan-says-tpp-bid-should-be-assessed-on-merit-independent-of-china.html
3948,https://english.kyodonews.net/news/2021/09/9f5b9aeb3c60-focus-taiwan-china-jostle-for-media-space.html
3949,https://english.kyodonews.net/news/2021/09/1ce2cfac7580-baseball-ohtani-to-start-sunday-babe-ruth-record-still-in-sights.html
3950,https://english.kyodonews.net/news/2021/09/ab3eb41eac0f-g-20-ministers-urge-taliban-to-accept-intl-aid-fight-terrorism.html
3951,https://english.kyodonews.net/news/2021/09/941b1f3db0da-sumo-komusubi-takayasu-out-of-autumn-meet-takes-losing-record.html
3952,https://english.kyodonews.net/news/2021/09/6e7aae1153ad-japan-startup-skydrive-aims-for-flying-taxi-service-at-2025-world-expo.html
3953,https://english.kyodonews.net/news/2021/09/b8d4e7959f13-japan-expected-to-see-record-number-of-ma-deals-in-2021.html
3954,https://english.kyodonews.net/news/2021/09/c713230ee07f-breaking-news-japan-welcomes-taiwans-application-to-join-tpp-minister.html
3955,https://english.kyodonews.net/news/2021/09/0af19f06cf2b-us-japan-s-korea-foreign-chiefs-meet-to-discuss-n-korea.html
3956,https://english.kyodonews.net/news/2021/09/a763b6b1f5c0-us-france-move-to-mend-ties-amid-row-over-australian-submarine-deal.html
3957,https://english.kyodonews.net/news/2021/09/258761fc1442-update1-fed-says-bond-buying-taper-may-come-soon-hints-rate-hike-next-year.html
3958,https://english.kyodonews.net/news/2021/09/86659fe7afc6-update1-us-calls-on-world-leaders-to-vaccinate-70-of-global-population.html
3959,https://english.kyodonews.net/news/2021/09/53c510f1bc83-japan-to-donate-30-mil-additional-doses-of-covid-19-vaccine.html
